icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
a81163,NKS1898 ,United States,1713400977,1713400977,-71.0157,42.3644,,True,0.0,123.75,,,,,False,0
a898a9,JBU691  ,United States,1713400976,1713400976,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a83564,EJA628  ,United States,1713400969,1713400974,-71.0207,42.3739,,True,0.0,132.19,,,,6313,False,0
acb5d2,EJA918  ,United States,1713400699,1713400699,-71.022,42.3741,,True,0.0,312.19,,,,,False,0
ade9c0,JBU561  ,United States,1713400977,1713400977,-71.0157,42.3701,,True,3.34,28.12,,,,,False,0
abf96c,SWA582  ,United States,1713400978,1713400978,-70.8868,42.3213,1257.3,False,134.39,78.52,8.78,,1272.54,,False,0
a6cacb,DAL408  ,United States,1713400978,1713400978,-71.0177,42.3497,297.18,False,76.79,183.46,16.26,,327.66,,False,0
a35d73,DAL1513 ,United States,1713400978,1713400978,-71.0123,42.3654,,True,7.46,19.69,,,,,False,0
a22ab9,JBU2017 ,United States,1713400976,1713400978,-71.0048,42.3778,,True,0.0,199.69,,,,,False,0
a1ba59,RPA5629 ,United States,1713400978,1713400978,-71.0202,42.3593,,True,8.75,120.94,,,,,False,0
a88072,NKS2324 ,United States,1713401046,1713401046,-70.876,42.3226,1379.22,False,137.41,78.77,19.83,,1402.08,,False,0
4cc279,ICE630  ,Iceland,1713401046,1713401046,-71.0107,42.3704,,True,7.2,25.31,,,,,False,0
a7d83a,VNT06   ,United States,1713401046,1713401046,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a33a1d,JBU715  ,United States,1713401039,1713401039,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
a2348d,RPA5671 ,United States,1713401046,1713401046,-71.0237,42.3645,,True,0.0,154.69,,,,,False,0
ad9ac9,JBU333  ,United States,1713401038,1713401043,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
a5d623,UAL1449 ,United States,1713400842,1713400842,-71.0161,42.3607,,True,3.09,303.75,,,,2541,False,0
ad3581,JBU8582 ,United States,1713401041,1713401041,-71.0126,42.3666,,True,4.89,14.06,,,,5653,False,0
a4c9f8,JBU8427 ,United States,1713400855,1713400855,-71.0139,42.3642,,True,0.64,196.88,,,,,False,0
a81163,NKS1898 ,United States,1713401043,1713401043,-71.0157,42.3644,,True,0.0,123.75,,,,,False,0
a898a9,JBU691  ,United States,1713401041,1713401041,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a83564,EJA628  ,United States,1713401044,1713401044,-71.0207,42.3739,,True,0.0,132.19,,,,6313,False,0
ade9c0,JBU561  ,United States,1713401036,1713401036,-71.0137,42.3696,,True,1.03,135.0,,,,,False,0
abf96c,SWA582  ,United States,1713401046,1713401046,-70.7742,42.3224,2080.26,False,149.76,119.65,11.05,,2095.5,,False,0
ab8c19,DAL174  ,United States,1713401046,1713401046,-70.955,42.2977,9448.8,False,258.99,52.42,0.0,,9631.68,7137,False,0
a6cacb,DAL408  ,United States,1713401046,1713401046,-70.9618,42.3126,1013.46,False,116.21,99.17,11.38,,1028.7,,False,0
a35d73,DAL1513 ,United States,1713401046,1713401046,-71.0124,42.3687,,True,5.14,331.88,,,,,False,0
a35e66,AAL1074 ,United States,1713401045,1713401046,-71.0007,42.374,-45.72,False,74.85,199.68,-3.9,,0.0,6246,False,0
a22ab9,JBU2017 ,United States,1713401043,1713401045,-71.0048,42.3778,,True,0.0,199.69,,,,,False,0
a1d2dc,JBU353  ,United States,1713401044,1713401046,-71.0171,42.3684,,True,0.9,90.0,,,,,False,0
a1ba59,RPA5629 ,United States,1713401046,1713401046,-71.0152,42.3595,,True,9.26,19.69,,,,,False,0
a88072,NKS2324 ,United States,1713401106,1713401106,-70.7749,42.3252,2232.66,False,151.59,113.61,14.31,,2263.14,,False,0
4cc279,ICE630  ,Iceland,1713401092,1713401092,-71.0089,42.3734,,True,8.23,19.69,,,,,False,0
a7d83a,VNT06   ,United States,1713401101,1713401101,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a33a1d,JBU715  ,United States,1713401104,1713401104,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
a2348d,RPA5671 ,United States,1713401106,1713401106,-71.0237,42.3642,,True,0.51,171.56,,,,,False,0
ad9ac9,JBU333  ,United States,1713401103,1713401103,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
a5d623,UAL1449 ,United States,1713400842,1713400842,-71.0161,42.3607,,True,3.09,303.75,,,,2541,False,0
ad3581,JBU8582 ,United States,1713401106,1713401106,-71.0134,42.3685,,True,1.29,315.0,,,,5653,False,0
a4c9f8,JBU8427 ,United States,1713400855,1713400855,-71.0139,42.3642,,True,0.64,196.88,,,,,False,0
a81163,NKS1898 ,United States,1713401101,1713401101,-71.0148,42.364,,True,4.63,120.94,,,,,False,0
a898a9,JBU691  ,United States,1713401101,1713401106,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a83564,EJA628  ,United States,1713401103,1713401103,-71.0207,42.3739,,True,0.0,132.19,,,,6313,False,0
aa3994,AAL2148 ,United States,1713400928,1713401086,-71.0186,42.3603,,True,0.0,30.94,,,,,False,0
ade9c0,JBU561  ,United States,1713401106,1713401106,-71.0112,42.3698,,True,7.72,39.38,,,,,False,0
ab8c19,DAL174  ,United States,1713401106,1713401106,-70.8058,42.3828,9448.8,False,258.58,52.35,0.0,,9624.06,7137,False,0
a6cacb,DAL408  ,United States,1713401106,1713401106,-70.8679,42.3247,1866.9,False,139.05,77.61,15.93,,1882.14,,False,0
a35d73,DAL1513 ,United States,1713401106,1713401106,-71.0098,42.3719,,True,7.72,25.31,,,,,False,0
a1863b,DAL154  ,United States,1713401105,1713401105,-71.0251,42.3713,,True,0.0,225.0,,,,,False,0
a35e66,AAL1074 ,United States,1713401106,1713401106,-71.0095,42.3581,,True,7.72,278.44,,,,6246,False,0
a22ab9,JBU2017 ,United States,1713401098,1713401105,-71.0048,42.3778,,True,0.0,199.69,,,,,False,0
a1d2dc,JBU353  ,United States,1713401106,1713401106,-71.0168,42.3687,,True,1.03,30.94,,,,,False,0
a1ba59,RPA5629 ,United States,1713401106,1713401106,-71.0125,42.3651,,True,12.35,19.69,,,,,False,0
4cc279,ICE630  ,Iceland,1713401165,1713401165,-71.006,42.3784,,True,4.89,73.12,,,,,False,0
a7d83a,VNT06   ,United States,1713401141,1713401141,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a33a1d,JBU715  ,United States,1713401163,1713401163,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
a2348d,RPA5671 ,United States,1713401158,1713401163,-71.0236,42.3641,,True,0.0,154.69,,,,,False,0
ad9ac9,JBU333  ,United States,1713401158,1713401163,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
ad3581,JBU8582 ,United States,1713401160,1713401165,-71.0145,42.3693,,True,0.0,315.0,,,,5653,False,0
a4c9f8,JBU8427 ,United States,1713400855,1713400855,-71.0139,42.3642,,True,0.64,196.88,,,,,False,0
a81163,NKS1898 ,United States,1713401164,1713401164,-71.0125,42.3651,,True,5.92,19.69,,,,,False,0
a898a9,JBU691  ,United States,1713401161,1713401161,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a83564,EJA628  ,United States,1713401163,1713401163,-71.0207,42.3739,,True,0.0,132.19,,,,6313,False,0
aa3994,AAL2148 ,United States,1713400928,1713401086,-71.0186,42.3603,,True,0.0,30.94,,,,,False,0
ade9c0,JBU561  ,United States,1713401149,1713401149,-71.009,42.3732,,True,10.29,22.5,,,,,False,0
a6cacb,DAL408  ,United States,1713401165,1713401165,-70.7663,42.3443,2682.24,False,152.25,55.88,13.33,,2705.1,,False,0
a35d73,DAL1513 ,United States,1713401165,1713401165,-71.0074,42.3764,,True,8.23,19.69,,,,,False,0
a1863b,DAL154  ,United States,1713401156,1713401164,-71.0249,42.3714,,True,0.9,222.19,,,,,False,0
a35e66,AAL1074 ,United States,1713401165,1713401165,-71.0165,42.3589,,True,8.23,278.44,,,,6246,False,0
a22ab9,JBU2017 ,United States,1713401164,1713401164,-71.0052,42.3769,,True,23.15,199.69,,,,,False,0
a1d2dc,JBU353  ,United States,1713401164,1713401164,-71.0164,42.3692,,True,0.77,30.94,,,,,False,0
a1ba59,RPA5629 ,United States,1713401164,1713401164,-71.0119,42.3693,,True,6.69,45.0,,,,,False,0
4cc279,ICE630  ,Iceland,1713401225,1713401225,-71.005,42.3773,,True,4.12,199.69,,,,,False,0
a7d83a,VNT06   ,United States,1713401141,1713401141,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a33a1d,JBU715  ,United States,1713401218,1713401223,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
a2348d,RPA5671 ,United States,1713401218,1713401223,-71.0236,42.3641,,True,0.0,154.69,,,,,False,0
ad9ac9,JBU333  ,United States,1713401223,1713401223,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
ad3581,JBU8582 ,United States,1713401222,1713401222,-71.0145,42.3693,,True,0.0,315.0,,,,5653,False,0
a1ecfd,RPA5603 ,United States,1713401215,1713401223,-71.022,42.3629,,True,0.06,300.94,,,,,False,0
a81163,NKS1898 ,United States,1713401225,1713401225,-71.0124,42.3687,,True,5.4,340.31,,,,,False,0
a898a9,JBU691  ,United States,1713401221,1713401221,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a83564,EJA628  ,United States,1713401223,1713401224,-71.0207,42.3739,,True,0.0,132.19,,,,6313,False,0
aa3994,AAL2148 ,United States,1713401190,1713401191,-71.0185,42.3602,,True,0.0,30.94,,,,,False,0
ade9c0,JBU561  ,United States,1713401224,1713401224,-71.0067,42.378,,True,2.06,19.69,,,,,False,0
a35d73,DAL1513 ,United States,1713401222,1713401225,-71.0057,42.3784,,True,0.0,101.25,,,,,False,0
a1863b,DAL154  ,United States,1713401216,1713401224,-71.0244,42.372,,True,1.03,154.69,,,,,False,0
a35e66,AAL1074 ,United States,1713401223,1713401225,-71.0207,42.3604,,True,2.57,351.56,,,,6246,False,0
a22ab9,JBU2017 ,United States,1713401225,1713401225,-71.0187,42.3424,381.0,False,74.88,167.3,8.78,,419.1,,False,0
a1d2dc,JBU353  ,United States,1713401216,1713401222,-71.0164,42.3693,,True,0.0,30.94,,,,,False,0
a1ba59,RPA5629 ,United States,1713401216,1713401216,-71.009,42.3732,,True,11.32,22.5,,,,,False,0
4cc279,ICE630  ,Iceland,1713401274,1713401274,-71.0172,42.3529,175.26,False,86.28,200.6,18.53,,190.5,,False,0
a7d83a,VNT06   ,United States,1713401141,1713401270,-71.0216,42.3744,,True,0.0,312.19,,,,,False,0
a33a1d,JBU715  ,United States,1713401272,1713401272,-71.0147,42.3661,,True,0.0,213.75,,,,3042,False,0
a2348d,RPA5671 ,United States,1713401268,1713401273,-71.0236,42.3641,,True,0.0,154.69,,,,,False,0
ad9ac9,JBU333  ,United States,1713401269,1713401274,-71.0143,42.368,,True,0.0,258.75,,,,3220,False,0
ad3581,JBU8582 ,United States,1713401273,1713401273,-71.0145,42.3693,,True,0.0,315.0,,,,5653,False,0
a1ecfd,RPA5603 ,United States,1713401273,1713401273,-71.0224,42.3631,,True,0.19,300.94,,,,,False,0
a81163,NKS1898 ,United States,1713401274,1713401274,-71.0101,42.3713,,True,8.23,25.31,,,,,False,0
a898a9,JBU691  ,United States,1713401270,1713401270,-71.0156,42.3679,,True,0.0,132.19,,,,,False,0
a83564,EJA628  ,United States,1713401273,1713401274,-71.0207,42.3739,,True,0.0,132.19,,,,6313,False,0
aa3994,AAL2148 ,United States,1713401270,1713401273,-71.0186,42.3603,,True,0.0,30.94,,,,,False,0
ade9c0,JBU561  ,United States,1713401231,1713401231,-71.0066,42.378,,True,0.39,19.69,,,,,False,0
ad35dd,NKS2085 ,United States,1713401274,1713401274,-71.0002,42.375,-38.1,False,64.92,199.44,-3.58,,0.0,7134,False,0
a35d73,DAL1513 ,United States,1713401265,1713401270,-71.0057,42.3784,,True,0.0,101.25,,,,,False,0
a1863b,DAL154  ,United States,1713401272,1713401274,-71.0245,42.3722,,True,0.0,137.81,,,,,False,0
a35e66,AAL1074 ,United States,1713401266,1713401267,-71.0202,42.3614,,True,0.51,25.31,,,,6246,False,0
a22ab9,JBU2017 ,United States,1713401274,1713401274,-70.9741,42.3175,746.76,False,110.87,122.88,15.61,,769.62,,False,0
a0b2bd,N144NE  ,United States,1713401274,1713401274,-71.1342,42.2287,449.58,False,66.9,12.43,0.33,,464.82,,False,0
a1d2dc,JBU353  ,United States,1713401271,1713401272,-71.0164,42.3693,,True,0.0,30.94,,,,,False,0
a1ba59,RPA5629 ,United States,1713401273,1713401274,-71.0071,42.3771,,True,0.0,19.69,,,,,False,0
